CustomerID,Country,MNOPartner,CustomerTenureMonths,AverageMonthlyTopUp,TopUpFrequency,BehavioralScore,RegistrationDate
C002980,Pakistan,Jazz,31,9.54,19,711,05/06/2022
C002981,Ghana,MTN Ghana,48,10.35,8,548,09/01/2021
C002982,Nigeria,Glo Nigeria,13,10.84,5,382,11/11/2023
C002983,Nigeria,Glo Nigeria,62,22.53,18,792,08/11/2019
C002984,Ghana,Telecel Ghana,41,9.68,19,664,23/07/2021
C002985,Nigeria,Airtel Nigeria,23,20.46,16,647,26/01/2023
C002986,Nigeria,MTN Nigeria,1,20.22,18,600,25/11/2024
C002987,Nigeria,Glo Nigeria,82,16.37,25,704,27/03/2018
C002988,Kenya,Airtel Kenya,16,8.88,5,342,25/08/2023
C002989,Nigeria,Airtel Nigeria,1,20.35,21,653,16/11/2024
C002990,Ghana,Telecel Ghana,35,10.28,18,536,20/01/2022
C002991,Uganda,Airtel Uganda,42,9.9,10,551,25/06/2021
C002992,Uganda,Airtel Uganda,24,8.64,20,582,09/01/2023
C002993,Kenya,Safaricom,29,12.64,17,651,23/07/2022
C002994,Kenya,Airtel Kenya,26,10.8,7,479,05/11/2022
C002995,Ghana,MTN Ghana,63,12.76,21,715,13/10/2019
C002996,Kenya,Safaricom,35,11.06,14,563,19/01/2022
C002997,Ghana,MTN Ghana,71,15.47,17,764,06/02/2019
C002998,Nigeria,MTN Nigeria,56,18.46,13,640,13/05/2020
C002999,Pakistan,Jazz,47,11.78,30,786,20/02/2021
C003000,Nigeria,Glo Nigeria,12,15.88,17,598,10/12/2023
C003001,Uganda,Airtel Uganda,30,7.94,20,571,19/06/2022
C003002,Ghana,Telecel Ghana,58,13.52,21,780,17/03/2020
C003003,Nigeria,MTN Nigeria,53,21.52,21,799,21/08/2020
C003004,Uganda,MTN Uganda,46,8.17,9,605,08/03/2021
C003005,Nigeria,Airtel Nigeria,55,21.22,23,680,02/06/2020
C003006,Uganda,Airtel Uganda,49,11.61,20,665,10/12/2020
C003007,Ghana,MTN Ghana,39,12.53,17,687,19/10/2021
C003008,Nigeria,Airtel Nigeria,45,18.57,13,614,09/04/2021
C003009,Nigeria,Airtel Nigeria,78,23.09,25,711,22/07/2018
C003010,Uganda,Airtel Uganda,11,7.19,13,569,10/01/2024
C003011,Nigeria,Glo Nigeria,49,15.4,18,665,29/11/2020
C003012,Pakistan,Telenor Pakistan,70,8.81,16,680,14/03/2019
C003013,Uganda,Airtel Uganda,38,11.59,24,846,06/11/2021
C003014,Ghana,MTN Ghana,40,8.07,12,457,22/08/2021
C003015,Nigeria,MTN Nigeria,42,13.56,4,458,15/07/2021
C003016,Uganda,MTN Uganda,7,7.51,12,510,27/05/2024
C003017,Pakistan,Telenor Pakistan,54,9.52,23,688,01/07/2020
C003018,Nigeria,Airtel Nigeria,33,15.93,16,611,19/03/2022
C003019,Kenya,Safaricom,39,10.97,22,648,25/09/2021
C003020,Nigeria,Airtel Nigeria,24,14.55,17,505,22/12/2022
C003021,Kenya,Safaricom,71,14.97,27,789,04/02/2019
C003022,Uganda,MTN Uganda,40,7.96,16,675,16/09/2021
C003023,Kenya,Airtel Kenya,28,10.21,15,581,25/08/2022
C003024,Ghana,MTN Ghana,23,10.73,13,518,30/01/2023
C003025,Kenya,Safaricom,26,10.56,11,535,27/10/2022
C003026,Nigeria,MTN Nigeria,7,13.72,7,440,29/05/2024
C003027,Nigeria,MTN Nigeria,32,20.08,15,639,03/05/2022
C003028,Pakistan,Telenor Pakistan,36,9.6,25,577,10/01/2022
C003029,Ghana,Telecel Ghana,35,7.88,10,506,28/01/2022
C003030,Kenya,Safaricom,58,14.95,22,650,01/03/2020
C003031,Uganda,Airtel Uganda,19,4.42,1,341,10/06/2023
C003032,Nigeria,MTN Nigeria,37,21.65,26,696,20/11/2021
C003033,Nigeria,Airtel Nigeria,11,15.25,9,474,18/01/2024
C003034,Nigeria,MTN Nigeria,36,14.44,13,541,17/01/2022
C003035,Pakistan,Jazz,15,5.85,1,364,22/09/2023
C003036,Uganda,Airtel Uganda,31,9.02,18,551,12/06/2022
C003037,Ghana,MTN Ghana,52,13.9,27,755,31/08/2020
C003038,Nigeria,MTN Nigeria,47,14.63,13,645,13/02/2021
C003039,Nigeria,MTN Nigeria,26,14.07,13,430,12/11/2022
C003040,Ghana,Telecel Ghana,54,13.85,21,855,01/07/2020
C003041,Kenya,Safaricom,41,20.42,27,810,04/08/2021
C003042,Pakistan,Jazz,34,12.94,18,689,28/02/2022
C003043,Uganda,Airtel Uganda,41,6.83,17,507,27/07/2021
C003044,Kenya,Safaricom,40,13.83,22,728,03/09/2021
C003045,Uganda,Airtel Uganda,39,11.87,31,890,26/09/2021
C003046,Pakistan,Jazz,62,13.2,25,713,12/11/2019
C003047,Kenya,Safaricom,19,10.37,13,566,11/06/2023
C003048,Ghana,Telecel Ghana,39,10.5,17,631,21/09/2021
C003049,Pakistan,Telenor Pakistan,64,14.68,22,863,02/09/2019
C003050,Nigeria,Airtel Nigeria,18,8.77,5,377,03/07/2023
C003051,Pakistan,Jazz,1,7.19,21,543,13/11/2024
C003052,Nigeria,Airtel Nigeria,52,21.98,24,727,21/09/2020
C003053,Ghana,Telecel Ghana,52,10.33,9,549,16/09/2020
C003054,Uganda,Airtel Uganda,44,8.47,20,554,04/05/2021
C003055,Ghana,Telecel Ghana,1,7.81,11,463,22/11/2024
C003056,Kenya,Safaricom,57,10.92,13,469,29/03/2020
C003057,Ghana,MTN Ghana,1,6.63,5,312,30/11/2024
C003058,Nigeria,MTN Nigeria,21,16.22,18,616,22/03/2023
C003059,Nigeria,Airtel Nigeria,54,22.5,11,680,08/07/2020
C003060,Nigeria,Glo Nigeria,49,14.34,23,673,27/11/2020
C003061,Ghana,Telecel Ghana,42,11.52,9,662,27/06/2021
C003062,Kenya,Safaricom,36,17.74,24,702,22/12/2021
C003063,Nigeria,MTN Nigeria,62,15.85,19,680,06/11/2019
C003064,Pakistan,Telenor Pakistan,55,16.08,29,840,20/06/2020
C003065,Kenya,Airtel Kenya,17,13.85,19,660,29/07/2023
C003066,Kenya,Safaricom,39,8.05,12,409,29/09/2021
C003067,Kenya,Safaricom,49,12.48,21,719,24/11/2020
C003068,Nigeria,MTN Nigeria,65,18.47,23,752,06/08/2019
C003069,Uganda,MTN Uganda,32,8.15,10,439,28/04/2022
C003070,Kenya,Airtel Kenya,71,15.77,23,590,01/03/2019
C003071,Nigeria,MTN Nigeria,36,18.45,20,658,05/01/2022
C003072,Pakistan,Telenor Pakistan,32,7.49,8,546,28/04/2022
C003073,Uganda,MTN Uganda,47,8.7,13,605,29/01/2021
C003074,Uganda,MTN Uganda,23,7.13,13,489,03/02/2023
C003075,Pakistan,Zong,29,5.78,11,368,01/08/2022
C003076,Pakistan,Telenor Pakistan,6,9.97,20,781,11/06/2024
C003077,Kenya,Safaricom,36,12.77,25,616,23/12/2021
C003078,Ghana,MTN Ghana,46,12.56,22,749,17/03/2021
C003079,Ghana,Telecel Ghana,44,14.22,22,723,15/05/2021
C003080,Nigeria,Glo Nigeria,47,22.41,23,899,10/02/2021
C003081,Nigeria,MTN Nigeria,56,14.23,23,684,08/05/2020
C003082,Nigeria,Airtel Nigeria,32,13.49,15,640,27/04/2022
C003083,Ghana,MTN Ghana,35,11.08,10,546,25/01/2022
C003084,Uganda,Airtel Uganda,40,10.21,16,653,03/09/2021
C003085,Uganda,MTN Uganda,51,8.39,25,694,27/09/2020
C003086,Kenya,Airtel Kenya,67,18.13,22,717,29/06/2019
C003087,Nigeria,Glo Nigeria,38,,11,585,03/11/2021
C003088,Kenya,Safaricom,44,10.09,11,539,16/05/2021
C003089,Kenya,Safaricom,50,14.32,27,743,07/11/2020
C003090,Pakistan,Jazz,39,14.56,20,738,23/09/2021
C003091,Pakistan,Jazz,39,10.34,20,663,23/09/2021
C003092,Pakistan,Jazz,35,9.24,21,645,18/01/2022
C003093,Pakistan,Jazz,45,10.07,2,602,08/04/2021
C003094,Pakistan,Zong,49,10.24,26,740,03/12/2020
C003095,Kenya,Safaricom,25,15.33,13,612,29/11/2022
C003096,Nigeria,Glo Nigeria,30,18.05,13,570,16/07/2022
C003097,Nigeria,MTN Nigeria,1,11.72,11,334,24/11/2024
C003098,Kenya,Safaricom,26,12.05,17,504,22/10/2022
C003099,Nigeria,MTN Nigeria,50,22.66,25,778,22/11/2020
C003100,Nigeria,Glo Nigeria,64,15.41,19,613,11/09/2019
C003101,Pakistan,Jazz,37,7.66,9,358,05/12/2021
C003102,Nigeria,MTN Nigeria,14,12.07,18,515,27/10/2023
C003103,Pakistan,Telenor Pakistan,37,8.44,21,574,26/11/2021
C003104,Uganda,Airtel Uganda,50,13.05,22,739,17/11/2020
C003105,Ghana,Telecel Ghana,31,13.1,12,582,09/06/2022
C003106,Ghana,MTN Ghana,47,13.69,21,766,17/02/2021
C003107,Kenya,Safaricom,40,15.34,21,712,16/09/2021
C003108,Ghana,Telecel Ghana,66,9.25,16,618,30/07/2019
C003109,Nigeria,Airtel Nigeria,43,21.86,18,760,18/06/2021
C003110,Pakistan,Telenor Pakistan,36,6.98,14,534,29/12/2021
C003111,Kenya,Safaricom,3,13.08,12,659,25/09/2024
C003112,Nigeria,MTN Nigeria,36,12.28,9,441,07/01/2022
C003113,Uganda,Airtel Uganda,38,7.51,8,402,27/10/2021
C003114,Ghana,Telecel Ghana,1,8.71,6,352,17/11/2024
C003115,Kenya,Safaricom,18,13.3,14,474,09/07/2023
C003116,Ghana,Telecel Ghana,51,14.52,23,707,09/10/2020
C003117,Nigeria,Airtel Nigeria,36,14.71,24,592,29/12/2021
C003118,Ghana,MTN Ghana,52,10.06,18,715,06/09/2020
C003119,Nigeria,MTN Nigeria,32,16.09,17,606,21/04/2022
C003120,Nigeria,Airtel Nigeria,68,16.14,19,656,16/05/2019
C003121,Nigeria,MTN Nigeria,20,15.73,13,520,18/04/2023
C003122,Kenya,Safaricom,76,12.38,10,598,20/09/2018
C003123,Kenya,Safaricom,57,16.3,12,627,08/04/2020
C003124,Kenya,Safaricom,58,14.6,21,,24/03/2020
C003125,Nigeria,Glo Nigeria,32,18.94,15,751,18/04/2022
C003126,Nigeria,MTN Nigeria,42,15.95,10,501,21/07/2021
C003127,Kenya,Safaricom,45,13.72,13,596,24/03/2021
C003128,Nigeria,Airtel Nigeria,3,14.4,14,590,16/09/2024
C003129,Ghana,Telecel Ghana,23,13.61,24,697,01/02/2023
C003130,Pakistan,Jazz,34,8.82,7,504,06/03/2022
C003131,Kenya,Safaricom,37,11.27,20,635,16/12/2021
C003132,Pakistan,Zong,36,11.19,17,702,05/01/2022
C003133,Nigeria,Airtel Nigeria,50,19.21,13,578,21/11/2020
C003134,Nigeria,Airtel Nigeria,23,14.35,18,604,30/01/2023
C003135,Uganda,MTN Uganda,25,7.82,12,547,09/12/2022
C003136,Uganda,MTN Uganda,36,9.21,17,718,14/01/2022
C003137,Uganda,Airtel Uganda,34,7.45,9,481,25/02/2022
C003138,Nigeria,MTN Nigeria,6,18.8,6,549,30/06/2024
C003139,Uganda,Airtel Uganda,20,6.86,13,499,02/05/2023
C003140,Kenya,Safaricom,21,18.24,9,733,24/03/2023
C003141,Kenya,Safaricom,44,18.96,26,764,07/05/2021
C003142,Nigeria,MTN Nigeria,29,9.92,9,374,31/07/2022
C003143,Pakistan,Jazz,43,10.35,20,546,08/06/2021
C003144,Nigeria,MTN Nigeria,34,23.56,29,709,28/02/2022
C003145,Uganda,Airtel Uganda,50,11.78,22,669,04/11/2020
C003146,Ghana,MTN Ghana,13,7.31,2,342,05/12/2023
C003147,Uganda,MTN Uganda,79,10.31,36,881,09/06/2018
C003148,Uganda,MTN Uganda,29,6.55,8,535,22/07/2022
C003149,Pakistan,Zong,1,9.8,11,678,20/11/2024
C003150,Nigeria,MTN Nigeria,44,15.78,20,537,11/05/2021
C003151,Nigeria,MTN Nigeria,43,19.48,25,772,31/05/2021
C003152,Ghana,MTN Ghana,41,14.05,13,715,02/08/2021
C003153,Kenya,Safaricom,38,14.16,8,559,25/10/2021
C003154,Nigeria,Glo Nigeria,15,14.06,18,602,26/09/2023
C003155,Nigeria,Airtel Nigeria,49,23.96,18,750,10/12/2020
C003156,Kenya,Airtel Kenya,54,12.42,18,731,12/07/2020
C003157,Nigeria,Glo Nigeria,46,15.99,26,662,15/03/2021
C003158,Nigeria,MTN Nigeria,32,20.62,27,659,24/04/2022
C003159,Pakistan,Jazz,67,10.8,24,797,09/06/2019
C003160,Kenya,Safaricom,2,7.54,5,360,30/10/2024
C003161,Pakistan,Jazz,12,9.01,12,418,05/01/2024
C003162,Pakistan,Telenor Pakistan,28,10.58,10,524,12/09/2022
C003163,Nigeria,MTN Nigeria,56,24.4,15,799,18/05/2020
C003164,Uganda,MTN Uganda,25,6.68,1,528,10/12/2022
C003165,Ghana,MTN Ghana,45,8.06,10,479,05/04/2021
C003166,Ghana,Telecel Ghana,37,8.99,17,553,19/11/2021
C003167,Nigeria,Airtel Nigeria,33,13.02,13,547,27/03/2022
C003168,Nigeria,Glo Nigeria,45,21.92,21,658,26/03/2021
C003169,Nigeria,MTN Nigeria,53,15.34,22,672,21/08/2020
C003170,Ghana,MTN Ghana,34,11.09,18,530,25/02/2022
C003171,Pakistan,Zong,31,10.85,28,874,26/05/2022
C003172,Ghana,Telecel Ghana,46,10.05,13,525,10/03/2021
C003173,Uganda,Airtel Uganda,53,8.95,23,793,03/08/2020
C003174,Pakistan,Telenor Pakistan,53,8.83,18,687,23/08/2020
C003175,Ghana,MTN Ghana,21,8.09,5,489,25/03/2023
C003176,Nigeria,Glo Nigeria,1,15.74,14,454,08/11/2024
C003177,Pakistan,Telenor Pakistan,1,9.93,12,557,21/11/2024
C003178,Kenya,Safaricom,23,14.55,14,618,06/02/2023
C003179,Nigeria,MTN Nigeria,38,13.54,11,534,18/11/2021
C003180,Kenya,Safaricom,78,20.6,22,885,29/07/2018
C003181,Pakistan,Jazz,41,10.95,16,611,27/07/2021
C003182,Nigeria,Airtel Nigeria,31,,23,731,22/05/2022
C003183,Kenya,Safaricom,16,12.35,9,501,22/08/2023
C003184,Nigeria,MTN Nigeria,51,17.57,17,533,17/10/2020
C003185,Nigeria,MTN Nigeria,20,21.49,16,646,05/05/2023
C003186,Nigeria,Glo Nigeria,57,16.5,4,465,02/04/2020
C003187,Uganda,MTN Uganda,55,7.36,16,487,09/06/2020
C003188,Pakistan,Jazz,51,5.32,7,383,01/10/2020
C003189,Nigeria,Airtel Nigeria,24,9.9,10,381,01/01/2023
C003190,Nigeria,Airtel Nigeria,46,17.85,27,783,26/02/2021
C003191,Nigeria,Airtel Nigeria,37,13.75,9,543,04/12/2021
C003192,Nigeria,Glo Nigeria,67,20.09,22,811,12/06/2019
C003193,Ghana,MTN Ghana,16,9.75,14,473,15/08/2023
C003194,Ghana,Telecel Ghana,20,11.3,23,609,02/05/2023
C003195,Ghana,Telecel Ghana,31,11.73,16,595,24/05/2022
C003196,Kenya,Safaricom,25,16.48,13,612,24/11/2022
C003197,Ghana,Telecel Ghana,63,9.96,27,705,16/10/2019
C003198,Nigeria,MTN Nigeria,35,14.67,17,708,23/01/2022
C003199,Nigeria,MTN Nigeria,24,13.41,10,426,30/12/2022
C003200,Pakistan,Jazz,48,9.65,12,566,31/12/2020
C003201,Uganda,MTN Uganda,70,11.03,24,783,01/04/2019
C003202,Pakistan,Zong,19,7.39,1,346,17/05/2023
C003203,Pakistan,Jazz,42,8.28,14,597,23/06/2021
C003204,Ghana,MTN Ghana,10,9.15,7,461,07/02/2024
C003205,Pakistan,Jazz,48,11.16,16,553,28/12/2020
C003206,Kenya,Safaricom,55,12.96,16,604,06/06/2020
C003207,Nigeria,MTN Nigeria,14,19.01,22,675,17/10/2023
C003208,Nigeria,MTN Nigeria,78,16.76,20,792,10/07/2018
C003209,Nigeria,Airtel Nigeria,22,14.47,13,560,20/02/2023
C003210,Nigeria,Glo Nigeria,53,14.85,22,704,17/08/2020
C003211,Kenya,Safaricom,47,15.97,24,717,17/02/2021
C003212,Uganda,Airtel Uganda,40,10.05,12,665,21/08/2021
C003213,Uganda,Airtel Uganda,31,10.44,16,582,12/06/2022
C003214,Ghana,Telecel Ghana,20,11.5,12,585,15/04/2023
C003215,Nigeria,MTN Nigeria,59,16.03,27,789,30/01/2020
C003216,Uganda,MTN Uganda,27,9.31,20,538,13/10/2022
C003217,Kenya,Airtel Kenya,30,15.06,12,767,22/06/2022
C003218,Nigeria,Airtel Nigeria,18,17.57,12,575,24/06/2023
C003219,Nigeria,MTN Nigeria,17,14.85,17,608,30/07/2023
C003220,Kenya,Airtel Kenya,27,14.57,15,586,29/09/2022
C003221,Nigeria,MTN Nigeria,47,21.35,21,651,09/02/2021
C003222,Uganda,Airtel Uganda,31,7.73,19,667,23/05/2022
C003223,Uganda,MTN Uganda,48,8.65,12,572,10/01/2021
C003224,Ghana,Telecel Ghana,29,10.27,9,540,12/08/2022
C003225,Nigeria,MTN Nigeria,33,15.28,12,620,06/04/2022
C003226,Uganda,MTN Uganda,42,8.96,15,669,06/07/2021
C003227,Ghana,Telecel Ghana,54,11.25,12,559,13/07/2020
C003228,Nigeria,MTN Nigeria,16,15.01,17,605,25/08/2023
C003229,Ghana,Telecel Ghana,49,6.75,9,452,24/11/2020
C003230,Kenya,Safaricom,64,18.59,20,772,19/09/2019
C003231,Kenya,Safaricom,33,13.28,10,563,24/03/2022
C003232,Nigeria,MTN Nigeria,54,14.59,13,601,27/06/2020
C003233,Kenya,Airtel Kenya,37,17.68,16,667,24/11/2021
C003234,Nigeria,Airtel Nigeria,45,21.45,15,663,06/04/2021
C003235,Nigeria,Glo Nigeria,41,24.93,25,764,22/07/2021
C003236,Nigeria,MTN Nigeria,44,14.73,18,520,10/05/2021
C003237,Pakistan,Zong,19,7.62,7,515,03/06/2023
C003238,Nigeria,MTN Nigeria,39,14.91,22,647,24/09/2021
C003239,Kenya,Safaricom,37,13.44,14,486,21/11/2021
C003240,Kenya,Safaricom,40,12.42,10,454,15/09/2021
C003241,Pakistan,Jazz,15,9.4,17,495,30/09/2023
C003242,Ghana,Telecel Ghana,44,10.42,13,558,14/05/2021
C003243,Pakistan,Zong,41,12.68,27,847,27/07/2021
C003244,Nigeria,MTN Nigeria,1,15.47,12,497,24/11/2024
C003245,Nigeria,Glo Nigeria,14,10.3,10,469,20/10/2023
C003246,Ghana,MTN Ghana,63,14,25,779,02/10/2019
C003247,Kenya,Safaricom,57,19.91,27,871,31/03/2020
C003248,Uganda,MTN Uganda,20,8.56,13,506,16/04/2023
C003249,Pakistan,Jazz,52,12.36,21,793,09/09/2020
C003250,Kenya,Safaricom,27,12.22,8,479,26/09/2022
C003251,Pakistan,Jazz,55,9.47,18,727,05/06/2020
C003252,Ghana,MTN Ghana,1,5.88,3,328,23/11/2024
C003253,Nigeria,Airtel Nigeria,37,14.37,21,632,03/12/2021
C003254,Kenya,Airtel Kenya,28,9.97,8,471,31/08/2022
C003255,Nigeria,Airtel Nigeria,30,19.4,26,787,22/06/2022
C003256,Uganda,MTN Uganda,1,5.28,6,346,15/11/2024
C003257,Nigeria,Airtel Nigeria,32,16.83,15,624,04/05/2022
C003258,Kenya,Safaricom,39,13.38,22,630,03/10/2021
C003259,Ghana,Telecel Ghana,16,6.99,8,346,04/09/2023
C003260,Nigeria,Airtel Nigeria,42,23.13,23,774,14/07/2021
C003261,Nigeria,MTN Nigeria,31,14.78,17,654,23/05/2022
C003262,Ghana,MTN Ghana,24,9.16,13,526,09/01/2023
C003263,Nigeria,Airtel Nigeria,33,11,6,511,28/03/2022
C003264,Kenya,Airtel Kenya,56,10.55,13,620,30/04/2020
C003265,Kenya,Safaricom,1,11.82,13,495,12/11/2024
C003266,Nigeria,Glo Nigeria,50,21.11,12,658,04/11/2020
C003267,Nigeria,Glo Nigeria,35,15.16,13,607,26/01/2022
C003268,Uganda,MTN Uganda,45,8.6,15,616,18/04/2021
C003269,Pakistan,Telenor Pakistan,52,8.25,26,575,20/09/2020
C003270,Nigeria,MTN Nigeria,38,17.02,25,768,20/10/2021
C003271,Pakistan,Telenor Pakistan,47,11.1,18,562,09/02/2021
C003272,Ghana,MTN Ghana,25,13.02,16,699,01/12/2022
C003273,Ghana,Telecel Ghana,47,14.09,22,715,17/02/2021
C003274,Uganda,Airtel Uganda,23,8.77,4,489,21/01/2023
C003275,Uganda,MTN Uganda,36,9.01,14,586,16/01/2022
C003276,Uganda,MTN Uganda,32,,23,,12/05/2022
C003277,Kenya,Safaricom,42,14.55,10,599,15/07/2021
C003278,Kenya,Safaricom,82,20.54,28,872,12/03/2018
C003279,Kenya,Airtel Kenya,20,12.27,16,577,14/04/2023
C003280,Nigeria,MTN Nigeria,38,17.21,13,590,16/11/2021
C003281,Ghana,MTN Ghana,46,10.41,11,566,19/03/2021
C003282,Nigeria,Airtel Nigeria,12,9.79,2,350,10/12/2023
C003283,Nigeria,MTN Nigeria,80,25.41,26,894,19/05/2018
C003284,Nigeria,MTN Nigeria,21,12.24,10,489,22/03/2023
C003285,Nigeria,MTN Nigeria,56,21.21,29,878,10/05/2020
C003286,Ghana,MTN Ghana,23,10.83,14,620,05/02/2023
C003287,Ghana,MTN Ghana,50,,28,746,02/11/2020
C003288,Kenya,Airtel Kenya,59,21.69,34,883,22/02/2020
C003289,Nigeria,MTN Nigeria,42,16.32,15,555,21/07/2021
C003290,Kenya,Safaricom,49,20.66,26,887,28/11/2020
C003291,Kenya,Safaricom,38,14.46,20,749,07/11/2021
C003292,Uganda,Airtel Uganda,43,9.23,17,603,20/06/2021
C003293,Ghana,MTN Ghana,64,10.04,21,686,17/09/2019
C003294,Kenya,Safaricom,36,10.86,10,485,14/01/2022
C003295,Kenya,Safaricom,51,11.27,8,447,10/10/2020
C003296,Pakistan,Jazz,40,7.74,15,544,30/08/2021
C003297,Uganda,Airtel Uganda,43,10.37,15,591,11/06/2021
C003298,Kenya,Safaricom,37,10.62,8,485,16/12/2021
C003299,Kenya,Safaricom,64,15.78,19,672,04/09/2019
C003300,Nigeria,MTN Nigeria,53,15.83,12,580,09/08/2020
C003301,Pakistan,Telenor Pakistan,25,11.96,15,660,13/12/2022
C003302,Kenya,Safaricom,57,16,20,714,10/04/2020
C003303,Nigeria,MTN Nigeria,58,17.85,22,821,01/03/2020
C003304,Pakistan,Telenor Pakistan,45,14.5,19,751,22/04/2021
C003305,Uganda,Airtel Uganda,14,10.33,22,662,16/10/2023
C003306,Nigeria,MTN Nigeria,7,14.55,11,524,25/05/2024
C003307,Nigeria,Airtel Nigeria,43,22.05,30,761,31/05/2021
C003308,Nigeria,Airtel Nigeria,4,12.1,13,478,03/09/2024
C003309,Ghana,MTN Ghana,22,10.52,8,492,14/02/2023
C003310,Nigeria,Glo Nigeria,46,15.57,20,588,22/02/2021
C003311,Pakistan,Zong,27,11.23,12,592,28/09/2022
C003312,Pakistan,Jazz,37,8.84,23,599,12/12/2021
C003313,Kenya,Safaricom,3,10.54,8,390,29/09/2024
C003314,Ghana,MTN Ghana,50,15.45,23,722,03/11/2020
C003315,Nigeria,MTN Nigeria,32,16.11,10,455,24/04/2022
C003316,Nigeria,MTN Nigeria,8,16.58,13,520,16/04/2024
C003317,Uganda,Airtel Uganda,21,9.04,13,554,29/03/2023
C003318,Nigeria,Glo Nigeria,25,18.98,16,696,20/11/2022
C003319,Nigeria,MTN Nigeria,55,16.04,23,736,04/06/2020
C003320,Kenya,Safaricom,15,7.79,7,301,29/09/2023
C003321,Nigeria,MTN Nigeria,30,15.55,8,539,23/06/2022
C003322,Kenya,Safaricom,17,7.34,13,390,05/08/2023
C003323,Uganda,MTN Uganda,55,12.12,25,782,02/06/2020
C003324,Uganda,Airtel Uganda,61,9.91,24,844,14/12/2019
C003325,Ghana,Telecel Ghana,29,11.6,14,604,24/07/2022
C003326,Uganda,MTN Uganda,30,9.31,25,649,26/06/2022
C003327,Kenya,Safaricom,46,18.73,25,741,21/03/2021
C003328,Uganda,Airtel Uganda,26,6.66,16,506,22/10/2022
C003329,Kenya,Airtel Kenya,46,7.05,4,342,28/02/2021
C003330,Nigeria,MTN Nigeria,30,16.96,18,601,15/07/2022
C003331,Pakistan,Jazz,29,7.77,11,459,09/08/2022
C003332,Nigeria,Airtel Nigeria,48,15.2,18,667,31/12/2020
C003333,Nigeria,MTN Nigeria,57,17.51,16,603,17/04/2020
C003334,Nigeria,Airtel Nigeria,32,22.44,24,696,14/05/2022
C003335,Kenya,Safaricom,55,14.53,21,590,01/06/2020
C003336,Kenya,Safaricom,36,11.76,15,622,02/01/2022
C003337,Kenya,Airtel Kenya,64,9.61,5,481,19/09/2019
C003338,Pakistan,Jazz,55,12.67,29,770,10/06/2020
C003339,Nigeria,MTN Nigeria,32,22.57,30,781,06/05/2022
C003340,Kenya,Safaricom,15,10.98,8,373,06/10/2023
C003341,Kenya,Safaricom,47,9.01,18,487,05/02/2021
C003342,Uganda,Airtel Uganda,22,6.59,9,412,13/02/2023
C003343,Nigeria,Airtel Nigeria,13,12.49,1,329,10/11/2023
C003344,Nigeria,MTN Nigeria,30,9.43,2,390,27/06/2022
C003345,Kenya,Airtel Kenya,25,,7,524,09/12/2022
C003346,Ghana,MTN Ghana,43,12.81,21,728,15/06/2021
C003347,Uganda,Airtel Uganda,35,12.04,21,766,07/02/2022
C003348,Ghana,MTN Ghana,76,13.28,20,774,04/10/2018
C003349,Uganda,MTN Uganda,15,9.78,14,568,05/10/2023
C003350,Kenya,Safaricom,49,18.81,24,733,30/11/2020
C003351,Nigeria,Glo Nigeria,54,16.71,19,741,14/07/2020
C003352,Nigeria,Glo Nigeria,50,23.18,20,778,29/10/2020
C003353,Nigeria,Airtel Nigeria,30,15.63,20,757,15/07/2022
C003354,Kenya,Safaricom,33,14.29,25,746,15/04/2022
C003355,Kenya,Safaricom,54,16.14,21,733,06/07/2020
C003356,Kenya,Airtel Kenya,20,12.93,15,552,05/05/2023
C003357,Ghana,Telecel Ghana,1,8.15,16,453,26/11/2024
C003358,Kenya,Safaricom,21,7.34,16,336,24/03/2023
C003359,Ghana,Telecel Ghana,20,8.88,17,568,15/04/2023
C003360,Ghana,MTN Ghana,23,5.77,6,318,30/01/2023
C003361,Kenya,Safaricom,26,9.51,7,511,22/10/2022
C003362,Kenya,Airtel Kenya,16,8.22,8,391,30/08/2023
C003363,Ghana,MTN Ghana,33,11.95,14,558,23/03/2022
C003364,Ghana,MTN Ghana,40,13.59,30,860,07/09/2021
C003365,Kenya,Safaricom,21,15.19,13,573,08/04/2023
C003366,Kenya,Airtel Kenya,23,9.76,12,488,27/01/2023
C003367,Ghana,MTN Ghana,27,12.52,22,698,06/10/2022
C003368,Ghana,Telecel Ghana,49,9.66,24,629,18/12/2020
C003369,Nigeria,MTN Nigeria,28,11.93,20,556,09/09/2022
C003370,Kenya,Safaricom,14,14.08,21,603,28/10/2023
C003371,Pakistan,Jazz,12,6.55,10,401,07/01/2024
C003372,Nigeria,MTN Nigeria,36,14.97,13,584,15/01/2022
C003373,Pakistan,Jazz,17,7.39,12,445,24/07/2023
C003374,Nigeria,MTN Nigeria,43,19.1,13,614,21/06/2021
C003375,Kenya,Safaricom,53,14.45,19,703,02/08/2020
C003376,Kenya,Safaricom,84,12.98,29,755,09/01/2018
C003377,Nigeria,Airtel Nigeria,47,13.06,14,518,16/02/2021
C003378,Pakistan,Zong,23,12.43,22,746,10/02/2023
C003379,Kenya,Safaricom,46,20.84,25,793,17/03/2021
C003380,Pakistan,Jazz,47,10.47,23,790,20/02/2021
C003381,Nigeria,MTN Nigeria,34,12.23,1,465,10/03/2022
C003382,Pakistan,Telenor Pakistan,19,9.33,9,563,16/05/2023
C003383,Pakistan,Jazz,19,10,13,482,18/05/2023
